product_id,carat,color,clarity,cut,price,product_url,web_certificate_url,fluorescence,polish,symmetry,table,depth,lw_ratio,web_measurements,web_sku
2337863,2.08,D,VVS2,Ideal,610,https://www.luvansh.com/product/2337863/igi-certified-2-08-d-vvs2-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG768607506,NONE,Excellent,Excellent,58.00%,61.80%,1,8.19 - 8.15 x 5.05 mm,LV-ROUNDDVVS2-768607506
2337499,2.08,D,VVS2,Ideal,610,https://www.luvansh.com/product/2337499/igi-certified-2-08-d-vvs2-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG767609901,NONE,Excellent,Excellent,57.00%,62.10%,1,8.15 - 8.13 x 5.06 mm,LV-ROUNDDVVS2-767609901
2451791,2.02,E,VVS1,Ideal,610,https://www.luvansh.com/product/2451791/igi-certified-2-02-e-vvs1-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG769641019,NONE,Excellent,Excellent,58.00%,62.20%,1,8.06 - 8.08 x 5.02 mm,LV-ROUNDEVVS1-769641019
2437397,2.07,D,VVS2,Ideal,610,https://www.luvansh.com/product/2437397/igi-certified-2-07-d-vvs2-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG773631320,NONE,Excellent,Excellent,58.00%,61.30%,1,8.19 - 8.15 x 5.01 mm,LV-ROUNDDVVS2-773631320
2246083,2.09,D,VVS2,Ideal,610,https://www.luvansh.com/product/2246083/igi-certified-2-09-d-vvs2-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG760517478,NONE,Excellent,Excellent,57.00%,61.60%,1,8.26 - 8.24 x 5.08 mm,LV-ROUNDDVVS2-760517478
1522175,2.03,E,VVS1,Ideal,610,https://www.luvansh.com/product/1522175/igi-certified-2-03-e-vvs1-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG738504126,NONE,Excellent,Excellent,58.00%,62.30%,1,8.070 - 8.110 x 62.3 mm,LV-ROUNDEVVS1-738504126
1320316,1.96,E,VVS1,Ideal,610,https://www.luvansh.com/product/1320316/igi-certified-1-96-e-vvs1-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG738516036,NONE,Excellent,Excellent,54.00%,62.10%,1,8.01 - 8.04 x 4.98 mm,LV-ROUNDEVVS1-738516036
2255436,2.08,D,VVS2,Ideal,610,https://www.luvansh.com/product/2255436/igi-certified-2-08-d-vvs2-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG760591822,NONE,Excellent,Excellent,58.00%,62.20%,1.01,8.18 - 8.12 x 5.07 mm,LV-ROUNDDVVS2-760591822
2267538,2.08,D,VVS2,Ideal,610,https://www.luvansh.com/product/2267538/igi-certified-2-08-d-vvs2-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG762533691,NONE,Excellent,Excellent,56.00%,62.30%,1,8.17 - 8.13 x 5.08 mm,LV-ROUNDDVVS2-762533691
2262743,2.08,D,VVS2,Ideal,610,https://www.luvansh.com/product/2262743/igi-certified-2-08-d-vvs2-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG762501910,NONE,Excellent,Excellent,58.00%,61.40%,1.01,8.23 - 8.18 x 5.04 mm,LV-ROUNDDVVS2-762501910
2284374,2.09,D,VVS2,Ideal,610,https://www.luvansh.com/product/2284374/igi-certified-2-09-d-vvs2-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG764624429,NONE,Excellent,Excellent,58.00%,61.20%,1,8.26 - 8.23 x 5.05 mm,LV-ROUNDDVVS2-764624429
2279524,2.09,D,VVS2,Ideal,610,https://www.luvansh.com/product/2279524/igi-certified-2-09-d-vvs2-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG763658149,NONE,Excellent,Excellent,58.00%,62.10%,1,8.2 - 8.16 x 5.08 mm,LV-ROUNDDVVS2-763658149
2272368,2.09,D,VVS2,Ideal,610,https://www.luvansh.com/product/2272368/igi-certified-2-09-d-vvs2-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG762558691,NONE,Excellent,Excellent,57.00%,62.00%,1,8.22 - 8.19 x 5.09 mm,LV-ROUNDDVVS2-762558691
2277110,2.08,D,VVS2,Ideal,610,https://www.luvansh.com/product/2277110/igi-certified-2-08-d-vvs2-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG763618449,NONE,Excellent,Excellent,58.00%,62.10%,1,8.15 - 8.12 x 5.05 mm,LV-ROUNDDVVS2-763618449
2337797,2.08,D,VVS2,Ideal,610,https://www.luvansh.com/product/2337797/igi-certified-2-08-d-vvs2-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG766666708,NONE,Excellent,Excellent,58.00%,62.10%,1,8.19 - 8.16 x 5.07 mm,LV-ROUNDDVVS2-766666708
2337579,2.08,D,VVS2,Ideal,610,https://www.luvansh.com/product/2337579/igi-certified-2-08-d-vvs2-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG768646043,NONE,Excellent,Excellent,57.00%,62.00%,1,8.16 - 8.15 x 5.05 mm,LV-ROUNDDVVS2-768646043
2337863,2.08,D,VVS2,Ideal,610,https://www.luvansh.com/product/2337863/igi-certified-2-08-d-vvs2-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG768607506,NONE,Excellent,Excellent,58.00%,61.80%,1,8.19 - 8.15 x 5.05 mm,LV-ROUNDDVVS2-768607506
2337499,2.08,D,VVS2,Ideal,610,https://www.luvansh.com/product/2337499/igi-certified-2-08-d-vvs2-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG767609901,NONE,Excellent,Excellent,57.00%,62.10%,1,8.15 - 8.13 x 5.06 mm,LV-ROUNDDVVS2-767609901
2451791,2.02,E,VVS1,Ideal,610,https://www.luvansh.com/product/2451791/igi-certified-2-02-e-vvs1-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG769641019,NONE,Excellent,Excellent,58.00%,62.20%,1,8.06 - 8.08 x 5.02 mm,LV-ROUNDEVVS1-769641019
2437397,2.07,D,VVS2,Ideal,610,https://www.luvansh.com/product/2437397/igi-certified-2-07-d-vvs2-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG773631320,NONE,Excellent,Excellent,58.00%,61.30%,1,8.19 - 8.15 x 5.01 mm,LV-ROUNDDVVS2-773631320
2428657,2,E,VVS1,Ideal,604,https://www.luvansh.com/product/2428657/igi-certified-2-0-e-vvs1-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG756535323,NONE,Excellent,Excellent,56.00%,61.70%,1,8.08 - 8.11 x 4.99 mm,LV-ROUNDEVVS1-756535323
2284360,2.09,D,VVS2,Ideal,604,https://www.luvansh.com/product/2284360/igi-certified-2-09-d-vvs2-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG764623582,NONE,Excellent,Excellent,58.00%,61.40%,1,8.28 - 8.24 x 5.07 mm,LV-ROUNDDVVS2-764623582
2284373,2.07,D,VVS2,Ideal,604,https://www.luvansh.com/product/2284373/igi-certified-2-07-d-vvs2-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG764620525,NONE,Excellent,Excellent,58.00%,61.80%,1,8.21 - 8.17 x 5.07 mm,LV-ROUNDDVVS2-764620525
2369278,2,E,VVS1,Ideal,604,https://www.luvansh.com/product/2369278/igi-certified-2-0-e-vvs1-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG759504660,NONE,Excellent,Excellent,57.00%,62.30%,1,8 - 8.04 x 5 mm,LV-ROUNDEVVS1-759504660
2403285,2.06,D,VVS2,Ideal,604,https://www.luvansh.com/product/2403285/igi-certified-2-06-d-vvs2-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG770667206,NONE,Excellent,Excellent,58.00%,61.70%,1,8.15 - 8.12 x 5.02 mm,LV-ROUNDDVVS2-770667206
1512718,2.29,F,VVS2,Ideal,604,https://www.luvansh.com/product/1512718/igi-certified-2-29-f-vvs2-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG594324840,NONE,Excellent,Excellent,58.00%,61.60%,1,8.650 - 8.670 x 61.6 mm,LV-ROUNDFVVS2-594324840
1983644,2.02,F,VVS1,Ideal,604,https://www.luvansh.com/product/1983644/igi-certified-2-02-f-vvs1-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG756519782,NONE,Excellent,Excellent,57.00%,62.30%,1,8.03 - 8.06 x 5.01 mm,LV-ROUNDFVVS1-756519782
2182963,2.06,D,VVS2,Ideal,604,https://www.luvansh.com/product/2182963/igi-certified-2-06-d-vvs2-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG627417297,NONE,Excellent,Excellent,58.00%,62.20%,1,8.1 - 8.13 x 5.04 mm,LV-ROUNDDVVS2-627417297
2428657,2,E,VVS1,Ideal,604,https://www.luvansh.com/product/2428657/igi-certified-2-0-e-vvs1-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG756535323,NONE,Excellent,Excellent,56.00%,61.70%,1,8.08 - 8.11 x 4.99 mm,LV-ROUNDEVVS1-756535323
2284360,2.09,D,VVS2,Ideal,604,https://www.luvansh.com/product/2284360/igi-certified-2-09-d-vvs2-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG764623582,NONE,Excellent,Excellent,58.00%,61.40%,1,8.28 - 8.24 x 5.07 mm,LV-ROUNDDVVS2-764623582
2284373,2.07,D,VVS2,Ideal,604,https://www.luvansh.com/product/2284373/igi-certified-2-07-d-vvs2-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG764620525,NONE,Excellent,Excellent,58.00%,61.80%,1,8.21 - 8.17 x 5.07 mm,LV-ROUNDDVVS2-764620525
2369278,2,E,VVS1,Ideal,604,https://www.luvansh.com/product/2369278/igi-certified-2-0-e-vvs1-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG759504660,NONE,Excellent,Excellent,57.00%,62.30%,1,8 - 8.04 x 5 mm,LV-ROUNDEVVS1-759504660
2403285,2.06,D,VVS2,Ideal,604,https://www.luvansh.com/product/2403285/igi-certified-2-06-d-vvs2-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG770667206,NONE,Excellent,Excellent,58.00%,61.70%,1,8.15 - 8.12 x 5.02 mm,LV-ROUNDDVVS2-770667206
1512718,2.29,F,VVS2,Ideal,604,https://www.luvansh.com/product/1512718/igi-certified-2-29-f-vvs2-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG594324840,NONE,Excellent,Excellent,58.00%,61.60%,1,8.650 - 8.670 x 61.6 mm,LV-ROUNDFVVS2-594324840
1983644,2.02,F,VVS1,Ideal,604,https://www.luvansh.com/product/1983644/igi-certified-2-02-f-vvs1-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG756519782,NONE,Excellent,Excellent,57.00%,62.30%,1,8.03 - 8.06 x 5.01 mm,LV-ROUNDFVVS1-756519782
2182963,2.06,D,VVS2,Ideal,604,https://www.luvansh.com/product/2182963/igi-certified-2-06-d-vvs2-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG627417297,NONE,Excellent,Excellent,58.00%,62.20%,1,8.1 - 8.13 x 5.04 mm,LV-ROUNDDVVS2-627417297
1777964,2.09,F,VVS1,Ideal,600,https://www.luvansh.com/product/1777964/igi-certified-2-09-f-vvs1-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG739579598,NONE,Excellent,Excellent,57.00%,62.10%,1,8.170 - 8.200 x 62.1 mm,LV-ROUNDFVVS1-739579598
1800341,2.1,F,VVS1,Ideal,600,https://www.luvansh.com/product/1800341/igi-certified-2-1-f-vvs1-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG739579888,NONE,Excellent,Excellent,58.00%,61.70%,1,8.170 - 8.200 x 61.7 mm,LV-ROUNDFVVS1-739579888
2403135,2.05,D,VVS2,Ideal,600,https://www.luvansh.com/product/2403135/igi-certified-2-05-d-vvs2-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG771609873,NONE,Excellent,Excellent,57.00%,62.20%,1,8.13 - 8.09 x 5.05 mm,LV-ROUNDDVVS2-771609873
2376780,2.04,D,VVS2,Ideal,600,https://www.luvansh.com/product/2376780/igi-certified-2-04-d-vvs2-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG769657583,NONE,Excellent,Excellent,58.00%,62.10%,1,8.1 - 8.06 x 5.02 mm,LV-ROUNDDVVS2-769657583
2375987,2.04,D,VVS2,Ideal,600,https://www.luvansh.com/product/2375987/igi-certified-2-04-d-vvs2-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG769672207,NONE,Excellent,Excellent,58.00%,61.00%,1,8.2 - 8.17 x 4.99 mm,LV-ROUNDDVVS2-769672207
2260353,2.06,D,VVS2,Ideal,600,https://www.luvansh.com/product/2260353/igi-certified-2-06-d-vvs2-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG761538309,NONE,Excellent,Excellent,58.00%,61.90%,1,8.16 - 8.13 x 5.05 mm,LV-ROUNDDVVS2-761538309
2281946,2.05,D,VVS2,Ideal,600,https://www.luvansh.com/product/2281946/igi-certified-2-05-d-vvs2-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG763672772,NONE,Excellent,Excellent,58.00%,61.00%,1,8.24 - 8.21 x 5.02 mm,LV-ROUNDDVVS2-763672772
2319761,2.07,E,VVS1,Ideal,600,https://www.luvansh.com/product/2319761/igi-certified-2-07-e-vvs1-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG760561769,NONE,Excellent,Excellent,58.00%,61.60%,1,8.15 - 8.19 x 5.03 mm,LV-ROUNDEVVS1-760561769
2451450,2.07,E,VVS1,Ideal,600,https://www.luvansh.com/product/2451450/igi-certified-2-07-e-vvs1-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG759504965,NONE,Excellent,Excellent,56.00%,61.70%,1,8.14 - 8.17 x 5.03 mm,LV-ROUNDEVVS1-759504965
1777964,2.09,F,VVS1,Ideal,600,https://www.luvansh.com/product/1777964/igi-certified-2-09-f-vvs1-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG739579598,NONE,Excellent,Excellent,57.00%,62.10%,1,8.170 - 8.200 x 62.1 mm,LV-ROUNDFVVS1-739579598
1800341,2.1,F,VVS1,Ideal,600,https://www.luvansh.com/product/1800341/igi-certified-2-1-f-vvs1-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG739579888,NONE,Excellent,Excellent,58.00%,61.70%,1,8.170 - 8.200 x 61.7 mm,LV-ROUNDFVVS1-739579888
2403135,2.05,D,VVS2,Ideal,600,https://www.luvansh.com/product/2403135/igi-certified-2-05-d-vvs2-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG771609873,NONE,Excellent,Excellent,57.00%,62.20%,1,8.13 - 8.09 x 5.05 mm,LV-ROUNDDVVS2-771609873
2376780,2.04,D,VVS2,Ideal,600,https://www.luvansh.com/product/2376780/igi-certified-2-04-d-vvs2-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG769657583,NONE,Excellent,Excellent,58.00%,62.10%,1,8.1 - 8.06 x 5.02 mm,LV-ROUNDDVVS2-769657583
2375987,2.04,D,VVS2,Ideal,600,https://www.luvansh.com/product/2375987/igi-certified-2-04-d-vvs2-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG769672207,NONE,Excellent,Excellent,58.00%,61.00%,1,8.2 - 8.17 x 4.99 mm,LV-ROUNDDVVS2-769672207
2260353,2.06,D,VVS2,Ideal,600,https://www.luvansh.com/product/2260353/igi-certified-2-06-d-vvs2-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG761538309,NONE,Excellent,Excellent,58.00%,61.90%,1,8.16 - 8.13 x 5.05 mm,LV-ROUNDDVVS2-761538309
2281946,2.05,D,VVS2,Ideal,600,https://www.luvansh.com/product/2281946/igi-certified-2-05-d-vvs2-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG763672772,NONE,Excellent,Excellent,58.00%,61.00%,1,8.24 - 8.21 x 5.02 mm,LV-ROUNDDVVS2-763672772
2319761,2.07,E,VVS1,Ideal,600,https://www.luvansh.com/product/2319761/igi-certified-2-07-e-vvs1-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG760561769,NONE,Excellent,Excellent,58.00%,61.60%,1,8.15 - 8.19 x 5.03 mm,LV-ROUNDEVVS1-760561769
2451450,2.07,E,VVS1,Ideal,600,https://www.luvansh.com/product/2451450/igi-certified-2-07-e-vvs1-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG759504965,NONE,Excellent,Excellent,56.00%,61.70%,1,8.14 - 8.17 x 5.03 mm,LV-ROUNDEVVS1-759504965
2451242,2.04,E,VVS1,Ideal,594,https://www.luvansh.com/product/2451242/igi-certified-2-04-e-vvs1-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG759504885,NONE,Excellent,Excellent,58.00%,61.00%,1,8.14 - 8.16 x 4.97 mm,LV-ROUNDEVVS1-759504885
2451583,2.04,E,VVS1,Ideal,594,https://www.luvansh.com/product/2451583/igi-certified-2-04-e-vvs1-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG756577405,NONE,Excellent,Excellent,57.00%,61.10%,1,8.13 - 8.17 x 4.98 mm,LV-ROUNDEVVS1-756577405
2452349,2.04,E,VVS1,Ideal,594,https://www.luvansh.com/product/2452349/igi-certified-2-04-e-vvs1-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG769625365,NONE,Excellent,Excellent,58.00%,61.20%,1,8.12 - 8.15 x 4.98 mm,LV-ROUNDEVVS1-769625365
2410956,2.04,E,VVS1,Ideal,594,https://www.luvansh.com/product/2410956/igi-certified-2-04-e-vvs1-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG759504803,NONE,Excellent,Excellent,58.00%,61.40%,1,8.11 - 8.13 x 4.99 mm,LV-ROUNDEVVS1-759504803
2391251,2.03,D,VVS2,Ideal,594,https://www.luvansh.com/product/2391251/igi-certified-2-03-d-vvs2-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG760519512,NONE,Excellent,Excellent,56.00%,62.30%,1,8.09 - 8.06 x 5.03 mm,LV-ROUNDDVVS2-760519512
2451242,2.04,E,VVS1,Ideal,594,https://www.luvansh.com/product/2451242/igi-certified-2-04-e-vvs1-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG759504885,NONE,Excellent,Excellent,58.00%,61.00%,1,8.14 - 8.16 x 4.97 mm,LV-ROUNDEVVS1-759504885
2451583,2.04,E,VVS1,Ideal,594,https://www.luvansh.com/product/2451583/igi-certified-2-04-e-vvs1-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG756577405,NONE,Excellent,Excellent,57.00%,61.10%,1,8.13 - 8.17 x 4.98 mm,LV-ROUNDEVVS1-756577405
2452349,2.04,E,VVS1,Ideal,594,https://www.luvansh.com/product/2452349/igi-certified-2-04-e-vvs1-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG769625365,NONE,Excellent,Excellent,58.00%,61.20%,1,8.12 - 8.15 x 4.98 mm,LV-ROUNDEVVS1-769625365
2410956,2.04,E,VVS1,Ideal,594,https://www.luvansh.com/product/2410956/igi-certified-2-04-e-vvs1-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG759504803,NONE,Excellent,Excellent,58.00%,61.40%,1,8.11 - 8.13 x 4.99 mm,LV-ROUNDEVVS1-759504803
2391251,2.03,D,VVS2,Ideal,594,https://www.luvansh.com/product/2391251/igi-certified-2-03-d-vvs2-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG760519512,NONE,Excellent,Excellent,56.00%,62.30%,1,8.09 - 8.06 x 5.03 mm,LV-ROUNDDVVS2-760519512
2391404,2.01,D,VVS2,Ideal,590,https://www.luvansh.com/product/2391404/igi-certified-2-01-d-vvs2-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG760563988,NONE,Excellent,Excellent,58.00%,62.20%,1.01,8.09 - 7.98 x 5.01 mm,LV-ROUNDDVVS2-760563988
2411032,2.03,E,VVS1,Ideal,590,https://www.luvansh.com/product/2411032/igi-certified-2-03-e-vvs1-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG759504550,NONE,Excellent,Excellent,56.00%,62.20%,1,8.06 - 8.1 x 5.03 mm,LV-ROUNDEVVS1-759504550
2366835,2.09,F,VVS1,Ideal,590,https://www.luvansh.com/product/2366835/igi-certified-2-09-f-vvs1-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG761506945,NONE,Excellent,Excellent,56.00%,62.30%,1,8.17 - 8.14 x 5.08 mm,LV-ROUNDFVVS1-761506945
2293132,1.95,F,VVS1,Ideal,590,https://www.luvansh.com/product/2293132/igi-certified-1-95-f-vvs1-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG760545252,NONE,Excellent,Excellent,58.00%,61.80%,1,7.99 - 8.01 x 4.94 mm,LV-ROUNDFVVS1-760545252
2437354,2.01,D,VVS2,Ideal,590,https://www.luvansh.com/product/2437354/igi-certified-2-01-d-vvs2-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG773631319,NONE,Excellent,Excellent,58.00%,61.80%,1,8.06 - 8.02 x 4.96 mm,LV-ROUNDDVVS2-773631319
2391404,2.01,D,VVS2,Ideal,590,https://www.luvansh.com/product/2391404/igi-certified-2-01-d-vvs2-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG760563988,NONE,Excellent,Excellent,58.00%,62.20%,1.01,8.09 - 7.98 x 5.01 mm,LV-ROUNDDVVS2-760563988
2411032,2.03,E,VVS1,Ideal,590,https://www.luvansh.com/product/2411032/igi-certified-2-03-e-vvs1-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG759504550,NONE,Excellent,Excellent,56.00%,62.20%,1,8.06 - 8.1 x 5.03 mm,LV-ROUNDEVVS1-759504550
2366835,2.09,F,VVS1,Ideal,590,https://www.luvansh.com/product/2366835/igi-certified-2-09-f-vvs1-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG761506945,NONE,Excellent,Excellent,56.00%,62.30%,1,8.17 - 8.14 x 5.08 mm,LV-ROUNDFVVS1-761506945
2293132,1.95,F,VVS1,Ideal,590,https://www.luvansh.com/product/2293132/igi-certified-1-95-f-vvs1-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG760545252,NONE,Excellent,Excellent,58.00%,61.80%,1,7.99 - 8.01 x 4.94 mm,LV-ROUNDFVVS1-760545252
2437354,2.01,D,VVS2,Ideal,590,https://www.luvansh.com/product/2437354/igi-certified-2-01-d-vvs2-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG773631319,NONE,Excellent,Excellent,58.00%,61.80%,1,8.06 - 8.02 x 4.96 mm,LV-ROUNDDVVS2-773631319
2451429,2.01,E,VVS1,Ideal,584,https://www.luvansh.com/product/2451429/igi-certified-2-01-e-vvs1-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG759504869,NONE,Excellent,Excellent,57.00%,61.80%,1,8.03 - 8.07 x 4.98 mm,LV-ROUNDEVVS1-759504869
2410955,2.02,E,VVS1,Ideal,584,https://www.luvansh.com/product/2410955/igi-certified-2-02-e-vvs1-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG759504708,NONE,Excellent,Excellent,57.00%,61.80%,1,8.08 - 8.12 x 5 mm,LV-ROUNDEVVS1-759504708
2411060,2.01,E,VVS1,Ideal,584,https://www.luvansh.com/product/2411060/igi-certified-2-01-e-vvs1-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG759504238,NONE,Excellent,Excellent,58.00%,61.10%,1,8.1 - 8.14 x 4.96 mm,LV-ROUNDEVVS1-759504238
2391744,2,D,VVS2,Ideal,584,https://www.luvansh.com/product/2391744/igi-certified-2-0-d-vvs2-round-lab-created-diamond-r,https://api.igi.org/viewpdf.php?r=LG760572694,NONE,Excellent,Excellent,56.00%,61.60%,1,8.11 - 8.08 x 4.99 mm,LV-ROUNDDVVS2-760572694
